PART,MANUFACTURER,DESCRIPTION,CLASS,SYSTEM,COMPONENT,ASSEMBLY,ACTIVE,COMPLETE VMRS,COMPLETE CLASS,word_count,usable
LF16246,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16354,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16368,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16424,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF16465,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF16511,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17494,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17499,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17502,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17503,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17509,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17511,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF17515,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17527,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17531,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17538,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17539,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF17549,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF17810,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF17811,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF3311,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3313,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3335,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3339,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3342,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3349,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3379,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3400,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3462,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3536,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3537,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3566,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3614,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3615,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3620,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3630,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3641,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,11,Y,YES,YES,3,True
LF3644,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3649,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3654,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,11,Y,YES,YES,3,True
LF3675,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3681,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3692,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3706,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3818,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3854,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3883,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3914,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF3925,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3945,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3970,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3972,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF3973,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF4008,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF637,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
LF667,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF691A,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF692,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF716,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF780,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF796,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF9009,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF9025,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF9028,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF9030,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,82,41,6,Y,YES,YES,3,True
LF9070,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
LF9667,FLEETGUARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
M1-107A,MOBIL OIL CORP,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
M1-113A,MOBIL OIL CORP,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
M1-204A,MOBIL OIL CORP,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
M1-212A,MOBIL OIL CORP,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
M37-6091,"PACCAR, INC.","FILTER, DEF FLUID",FILTERS,43,7,220,Y,YES,YES,3,True
MGA10095,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA10316,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA10718,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA10906,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA42487,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA46213,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA46573,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA49022,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGA49429,MICROGARD,"FILTER, AIR, ENGINE",FILTERS,41,1,5,Y,YES,YES,3,True
MGL10010,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,5,Y,YES,YES,3,True
MGL10412,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
MGL51334,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
MGL51372,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
MGL57060,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
MGL57202,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
MGL57502,MICROGARD,"FILTER, OIL, ENGINE",FILTERS,45,11,1,Y,YES,YES,3,True
