PART,MANUFACTURER,DESCRIPTION,NOTES,Review Notes,MANF_PARTMFR,MANF_PARTMFR_NAME,MANF_PARTNUMBER,Match,MANF_SPARTNUMBER,VMRS,SYSTEM_,ASSEMBLY_,COMPONENT_
269561-01,MAXON,BATTERY BOX,,,MXNIN,"MAXON INDUSTRIES, INC.",269561-01,1.0,26956101,055-029-000,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,
289874-01,MAXON,"STRAP,BATTERY",,,MXNIN,"MAXON INDUSTRIES, INC.",289874-01,1.0,28987401,055-029-000,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,
209000-12,MAXON,"PUMP, BMR CONTROLLER",,,MXNIN,"MAXON INDUSTRIES, INC.",209000-12,1.0,20900012,055-029-002,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"CONTROLLER - SELECT, LIFTGATE BATTERY CHARGING"
289850-12,MAXON,AUXILIARY CONTROL KIT,,,MXNIN,"MAXON INDUSTRIES, INC.",289850-12,1.0,28985012,055-029-002,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"CONTROLLER - SELECT, LIFTGATE BATTERY CHARGING"
MX-209000-12,MAXON,CONTROLLER WITH ADAPTER CABLE,,,MXNIN,"MAXON INDUSTRIES, INC.",209000-12,0.0,20900012,055-029-002,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"CONTROLLER - SELECT, LIFTGATE BATTERY CHARGING"
211290-06,MAXON,INTERCONNECT HARNESS,,,MXNIN,"MAXON INDUSTRIES, INC.",211290-06,1.0,21129006,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
268140-01,MAXON,"MOLDED , HARNESS",,,MXNIN,"MAXON INDUSTRIES, INC.",268140-01,1.0,26814001,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
280696-01,MAXON,INSIDE COLUMN COVER,,,MXNIN,"MAXON INDUSTRIES, INC.",280696-01,1.0,28069601,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
283303-01,MAXON,LIFTGATE WIRING HARNESS,,,MXNIN,"MAXON INDUSTRIES, INC.",283303-01,1.0,28330301,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
287165-01,MAXON,"FLEX CABLE, HARNESS",,,MXNIN,"MAXON INDUSTRIES, INC.",287165-01,1.0,28716501,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
296900-06,MAXON,INTERCONNECT HARNESS 39',,,MXNIN,"MAXON INDUSTRIES, INC.",296900-06,1.0,29690006,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
MX-296900-06,MAXON,INTERCONNECT HARNESS,,,MXNIN,"MAXON INDUSTRIES, INC.",296900-06,0.0,29690006,055-029-008,"CARGO HANDLING, RESTRAINTS, AND LIFT SYSTEMS",LIFTGATE BATTERY CHARGING SYSTEM,"HARNESS - SEVEN WAY AUXILIARY, LIFTGATE BATTERY CHARGING"
FUL4305310,EATON CORP,PTO GASKET,,,EATON,EATON CORPORATION,4305310,0.0,4305310,056-001-026,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"GASKET - COVER, SHIFT, PTO"
1749-2134,FASCO,LOW AIR SWITCH,,,FASCO,FASCO,1749-2134,1.0,17492134,056-001-103,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SWITCH - PRESSURE, PTO"
FSC 1749 2134,FREIGHTLINER,SWITCH,,,FRGHT,FREIGHTLINER CORPORATION,FSC 1749 2134,1.0,FSC17492134,056-001-103,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SWITCH - PRESSURE, PTO"
4.594X.180,SPICER AXLE-TRANS,DRIVE SHAFT TUBING,UNABLE TO VERIFY,,,,,,,056-001-154,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SHAFT - TUBE, PTO"
ND32-30-72-72,SPICER AXLE-TRANS,"TUBE, DRIVE SHAFT",UNABLE TO VERIFY,,,,,,,056-001-154,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SHAFT - TUBE, PTO"
USP 32-30-72-62,"NEAPCO, INC.","TUBING, DRIVELINE",UNABLE TO VERIFY,,,,,,,056-001-154,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SHAFT - TUBE, PTO"
USP 32-30-72-72,"NEAPCO, INC.","TUBING, DRIVE SHAFT",UNABLE TO VERIFY,,,,,,,056-001-154,POWER TAKE-OFF,POWER TAKE-OFF (PTO),"SHAFT - TUBE, PTO"
18-64015-000,FREIGHTLINER,"COVER, FLOOR- SHIFT",,,FRGHT,FREIGHTLINER CORPORATION,18-64015-000,1.0,1864015000,056-002-002,POWER TAKE-OFF,SHIFT - PNEUMATIC,COVER - SHIFTER
22-72550-000,FREIGHTLINER,COVER-SHIFT,,,FRGHT,FREIGHTLINER CORPORATION,22-72550-000,1.0,2272550000,056-002-002,POWER TAKE-OFF,SHIFT - PNEUMATIC,COVER - SHIFTER
905-096,DORMAN PROD CO.,SHIFT TUBE DAMPNER,,,DRMPR,DORMAN PRODUCTS CO.,905-096,1.0,905096,056-003-033,POWER TAKE-OFF,POWERSHIFT PTO,DAMPENER - VIBRATION
CK4Z-1K353-F,FORD MOTOR CO,SPARE TIRE CARRIER,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",CK4Z-1K353-F,1.0,CK4Z1K353F,057-001-001,SPARE WHEEL MOUNTING,SPARE WHEEL MOUNTING ASSEMBLY,CARRIER - SPARE WHEEL
NK4Z-1K353-D,FORD MOTOR CO,"CARRIER, SPARE WHEEL",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",NK4Z-1K353-D,1.0,NK4Z1K353D,057-001-001,SPARE WHEEL MOUNTING,SPARE WHEEL MOUNTING ASSEMBLY,CARRIER - SPARE WHEEL
W500443-S439,FORD MOTOR CO,"BOLT , SPARE TIRE",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",W500443-S439,1.0,W500443S439,057-001-003,SPARE WHEEL MOUNTING,SPARE WHEEL MOUNTING ASSEMBLY,HOLD-DOWN CLAMPING PARTS - SPARE WHEEL
JKS37USB-A7PX24,JOST INTERNATIONAL,"FIFTH WHEEL, AIR SLIDE",UNABLE TO VERIFY,,,,,,,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
20470605,VOLVO,SWITCH,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",20470605,1.0,20470605,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
3948376,VOLVO,BUSHING,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",3948376,1.0,3948376,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
4000504,SAF HOLLAND USA,"KIT, BRACKET CONNECTION",,,SAFHL,SAF-HOLLAND INC.,4000504,1.0,4000504,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
460RK-PKT-2,FRANKLIN TRUCK PARTS,"KIT,POCKET INSERTS",,,SAFHL,SAF-HOLLAND INC.,RK-PKT-2,0.0,RKPKT2,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
53518998,OTTAWA TRUCKS NA,"PIN, LOWER CYLINDER",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",53518998,1.0,53518998,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
53528241,OTTAWA TRUCKS NA,"PIN, LOWER PIVOT",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",53528241,1.0,53528241,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
53547920,OTTAWA TRUCKS NA,BUSHING,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",53547920,1.0,53547920,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
85106469,VOLVO,KIT,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85106469,1.0,85106469,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
90022876,OTTAWA TRUCKS NA,BEARING,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",90022876,1.0,90022876,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
90024263,"CAPACITY, INC.","CABLE, 5TH WHEEL",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",90024263,1.0,90024263,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
90027760,OTTAWA TRUCKS NA,FIFTH WHEEL REPAIR KIT,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",90027760,1.0,90027760,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
AMKPRK1070,VOLVO,AIR CYLINDER,,,AUTMN,"AUTOMANN, INC",KPRK1070,0.0,KPRK1070,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
BINSL0450,SAF HOLLAND USA,"PIN, SLIDER",,,SAFHL,SAF-HOLLAND INC.,SL0450,0.0,SL0450,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
G90-6022-003BN,PETERBILT MOTORS CO,"VALVE, AIR ROCK W/ELEC SW",,,PACCR,PACCAR CORPORATION,G90-6022-003BN,1.0,G906022003BN,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
JSK37USL-U8BG24,JOST INTERNATIONAL,FIFTH SLIDER ASSY JOST,,,JOSTI,JOST INTERNATIONAL,JSK37USL-U8BG24,1.0,JSK37USLU8BG24,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
JSTJSK37USLA001YARD1,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP",,,JOSTI,JOST INTERNATIONAL,JSK37USLA001YARD1,0.0,JSK37USLA001YARD1,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
KIT-BOLT-24,FONTAINE TRLS,"BOLT, KIT, 5TH WHEEL",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KIT-BOLT-24,1.0,KITBOLT24,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
KP141,FONTAINE FIFTH WHEEL,BUSHING KIT,,,AUTMN,"AUTOMANN, INC",KP141,1.0,KP141,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
KP6000KSP,AUTOMANN,"KIT, SPRING",,,AUTMN,"AUTOMANN, INC",KP6000KSP,1.0,KP6000KSP,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
OW53547920,OTTAWA TRUCKS NA,BUSHING,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",53547920,0.0,53547920,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
P27-1178-055,"PACCAR, INC.",FIFTH WHEEL SLIDE SWITCH,,,PACCR,PACCAR CORPORATION,P27-1178-055,1.0,P271178055,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
P27-1218-055-01,PETERBILT MOTORS CO,"SWITCH, FIFTH WHEEL SLIDE",,,PACCR,PACCAR CORPORATION,P27-1218-055-01,1.0,P27121805501,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
P27-1242-005-01,KENWORTH TRUCK CO,FIFTH WHEEL SWITCH,,,PACCR,PACCAR CORPORATION,P27-1242-005-01,1.0,P27124200501,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
RK-10689-1,TRUCK PRO,BRACKET,,,SAFHL,SAF-HOLLAND INC.,RK-10689-1,1.0,RK106891,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
RK-12196,HOLLAND HITCH CO.,FIFTH WHEEL REBUILD KIT,,,SAFHL,SAF-HOLLAND INC.,RK-12196,1.0,RK12196,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
RK-12197,SAF HOLLAND USA,"KIT, LOCK & PINS",,,SAFHL,SAF-HOLLAND INC.,RK-12197,1.0,RK12197,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
RK-PKT-2,HOLLAND HITCH CO.,FIFTH WHEEL POCKET INCERTS,,,SAFHL,SAF-HOLLAND INC.,RK-PKT-2,1.0,RKPKT2,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SK2105-19,JOST INTERNATIONAL,5TH WHEEL FITTING - WEAR RING,,,JOSTI,JOST INTERNATIONAL,SK2105-19,1.0,SK210519,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SK310593,JOST INTERNATIONAL,CUSHION RING,,,JOSTI,JOST INTERNATIONAL,SK310593,1.0,SK310593,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SK75013-41,JOST INTERNATIONAL,STEEL WEAR RINF W/BOLTS,,,JOSTI,JOST INTERNATIONAL,SK75013-41,1.0,SK7501341,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SK75016-13,JOST INTERNATIONAL,CUSHION,,,JOSTI,JOST INTERNATIONAL,SK75016-13,1.0,SK7501613,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SK79002-01,JOST INTERNATIONAL,STEEL CUSHION RING,,,JOSTI,JOST INTERNATIONAL,SK79002-01,1.0,SK7900201,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
SL0744-07,SAF HOLLAND USA,"ARM, CONTROL, SUSPENSION, 34.5",,,SAFHL,SAF-HOLLAND INC.,SL0744-07,1.0,SL074407,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
XA-10604-1,SAF HOLLAND USA,"PLUNGER, RACK",,,SAFHL,SAF-HOLLAND INC.,XA-10604-1,1.0,XA106041,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
XA-171-A-L-P,SAF HOLLAND USA,"HITCH, FIFTH WHEEL",,,SAFHL,SAF-HOLLAND INC.,XA-171-A-L-P,1.0,XA171ALP,059-001-000,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,
85107818,VOLVO,PLATE,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85107818,1.0,85107818,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
CTT00008812,KALMAR LMV,"FIFTH WHEEL , PLATE",,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",CTT00008812,1.0,CTT00008812,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
FON SLTPL6000,FONTAINE FIFTH WHEEL,"TOP PLATE, FIFTH WHEEL",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SLTPL6000,0.0,SLTPL6000,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JOSJSK37USA,JOST INTERNATIONAL,"PLATE, TOP AIR RELEASE",,,JOSTI,JOST INTERNATIONAL,JSK37USA,0.0,JSK37USA,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JOSJSK37USL,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP JOST",,,JOSTI,JOST INTERNATIONAL,JSK37USL,0.0,JSK37USL,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JSK37HJST,JOST INTERNATIONAL,"FIFTH, WHEEL, TOP, PLATE",,,JOSTI,JOST INTERNATIONAL,JSK37HJST,1.0,JSK37HJST,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JSK37HSL,JOST INTERNATIONAL,"TOP,FIFTH WHEEL",,,JOSTI,JOST INTERNATIONAL,JSK37HSL,1.0,JSK37HSL,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JSK37USB,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP",,,JOSTI,JOST INTERNATIONAL,JSK37USB,1.0,JSK37USB,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JSK37USL,JOST INTERNATIONAL,"TOP PLATE, 5TH WHEEL",,,JOSTI,JOST INTERNATIONAL,JSK37USL,1.0,JSK37USL,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JSTJSK37HSL,JOST INTERNATIONAL,FIFTH WHEEL,,,JOSTI,JOST INTERNATIONAL,JSK37HSL,0.0,JSK37HSL,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
OTR25-715,OTR - OVER THE ROAD,FABRICATED TOP PLATE,,,OTRBR,"OTR, FLEETPRIDE",OTR25-715,1.0,OTR25715,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
SLTPL6000,FONTAINE FIFTH WHEEL,"WHEEL, FIFTH- TOP PLATE MANUAL",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SLTPL6000,1.0,SLTPL6000,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
SLTPL7000,FONTAINE FIFTH WHEEL,"TOP PLATE, FIFTH WHEEL",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,SLTPL7000,1.0,SLTPL7000,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
XA-351-A-L-P,SAF HOLLAND USA,"PLATE, FIFTH WHEEL TOP",,,SAFHL,SAF-HOLLAND INC.,XA-351-A-L-P,1.0,XA351ALP,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
XA-J24,SAF HOLLAND USA,"PLATE, SLIDER FW  5TH WHEEL",,,SAFHL,SAF-HOLLAND INC.,XA-J24,1.0,XAJ24,059-001-001,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PLATE - LOWER COUPLER, FIFTH WHEEL"
JO43186,,5TH WHEEL AIR CYLINDER,UNABLE TO VERIFY,,,,,,,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
CYL-COMP,FONTAINE FIFTH WHEEL,"CYLINDER, AIR, FIFTH, WHEEL",,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,CYL-COMP,1.0,CYLCOMP,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
JSTSK7501503,JOST INTERNATIONAL,"CYLINDER, 5TH WHEEL",,,JOSTI,JOST INTERNATIONAL,SK7501503,0.0,SK7501503,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
RK10700,SAF HOLLAND USA,5TH WHEEL AIR CYLINDER,,,SAFHL,SAF-HOLLAND INC.,RK10700,1.0,RK10700,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
SK75015-03,JOST INTERNATIONAL,"CYLINDER, AIR - FIFTH WHEEL AD",,,JOSTI,JOST INTERNATIONAL,SK7501503,0.0,SK7501503,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
SK75015-05,JOST INTERNATIONAL,TOP PLATE AIR RELEASE,,,JOSTI,JOST INTERNATIONAL,SK75015-05,1.0,SK7501505,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
TQ12091,TRUCK PRO,FIFTH WHEEL AIR,,,TRUCK,TRUCKPRO LLC,TQ12091,1.0,TQ12091,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
XA-12057,SAF HOLLAND USA,AIR CYLINER,,,SAFHL,SAF-HOLLAND INC.,XA-12057,1.0,XA12057,059-001-002,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,CYLINDER (AIR) - FIFTH WHEEL
XA-351-TT-1-P,SAF HOLLAND USA,"FIFTH, WHEEL, PLATE, TOP",,,SAFHL,SAF-HOLLAND INC.,XA-351-TT-1-P,1.0,XA351TT1P,059-001-003,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,SLIDE OR SADDLE PLATE - SLIDING LOWER COUPLER ASSEMBLY
167562.612,FRANKLIN TRUCK PARTS,"PAD, BUMPER",,,AUTMN,"AUTOMANN, INC",562.612,0.0,562612,059-001-004,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RUBBER CUSHION - MOUNTING BRACKET
RK-06973-1,SAF HOLLAND USA,"KIT, BRACKET BUSHING AND PIN",,,SAFHL,SAF-HOLLAND INC.,RK-06973-1,1.0,RK069731,059-001-004,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,RUBBER CUSHION - MOUNTING BRACKET
HOHRK10605,SAF HOLLAND USA,"KIT, FIFTHWHEEL BUSHING",,,SAFHL,SAF-HOLLAND INC.,RK-10605,0.0,RK10605,059-001-005,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,PIN - MOUNTING BRACKET
RK-10605,SAF HOLLAND USA,5TH WHEEL CUSHION/PIN KIT,,,SAFHL,SAF-HOLLAND INC.,RK-10605,1.0,RK10605,059-001-005,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,PIN - MOUNTING BRACKET
RV5 RV5,POPUP INDUSTRIES,POPUP IND 5TH WHEEL KINGPIN EX,UNABLE TO VERIFY,,,,,,,059-001-008,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,"PIN - LOCK, FIFTH WHEEL COUPLING"
RK-351-07296,FREIGHTLINER,REBUILD KIT,,,SAFHL,SAF-HOLLAND INC.,RK-351-07296,1.0,RK35107296,059-001-010,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,LOCK ASSEMBLY - FIFTH WHEEL
112003,SAF HOLLAND USA,"SPEED CRANK HANDLE, 14""",,,SAFHL,SAF-HOLLAND INC.,112003,1.0,112003,059-001-013,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,HANDLE - OPERATING
KIT-PUL-6000L,FONTAINE FIFTH WHEEL,6000 SERIES PULL HANDLE KIT (L,,,FNTFW,FONTAINE FIFTH WHEEL COMPANY,KIT-PUL-6000L,1.0,KITPUL6000L,059-001-013,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,HANDLE - OPERATING
SK72953-01,PETERBILT MOTORS CO,KIT-LOCK JAW,,,JOSTI,JOST INTERNATIONAL,SK72953-01,1.0,SK7295301,059-001-014,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,JAWS - LOCKING
JOSSK73105-15,JOST INTERNATIONAL,JOST FIFTH WHEEL HANDLE KIT,,,JOSTI,JOST INTERNATIONAL,SK73105-15,0.0,SK7310515,059-001-019,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,LEVER - RELEASE
SK73105-15,JOST INTERNATIONAL,"HANDLE, FIFTH WHEEL RELEASE",,,JOSTI,JOST INTERNATIONAL,SK73105-15,1.0,SK7310515,059-001-019,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,LEVER - RELEASE
SK75016-04,JOST INTERNATIONAL,"KIT, FIFTHWHEEL HANDLE",,,JOSTI,JOST INTERNATIONAL,SK75016-04,1.0,SK7501604,059-001-019,VEHICLE COUPLING SYSTEM,FIFTH WHEEL - LOWER COUPLER ASSEMBLY,LEVER - RELEASE
